Met_id	Met_name	Met_compartment	Met_charge	Met_formula
Liver_MAM01949c	Liver_GDP-4-dehydro-6-deoxy-D-mannose	c	-2.0	C16H21N5O15P2
Liver_MAM01424m	Liver_CDP	m	-3.0	C9H12N3O11P2
Liver_MAM01304c	Liver_AICAR	c	-2.0	C9H13N4O8P
Liver_MAM02958c	Liver_TAG-LD pool	c	0.0	C6H5O6R3
Liver_MAM02489c	Liver_monodehydroascorbate	c	-1.0	C6H6O6
Liver_MAM02039m	Liver_H+	m	1.0	H
Liver_MAM00157m	Liver_(R)-3-hydroxybutanoate	m	-1.0	C4H7O3
Liver_MAM02528c	Liver_N-acetylglucosamine-1-phosphate	c	-2.0	C8H14NO9P
Liver_MAM03008c	Liver_trans,cis,cis-2,13,16-docasatrienoyl-CoA	c	-4.0	C43H68N7O17P3S
Liver_MAM03073c	Liver_tRNA(leu)	c	0.0	RH
Liver_MAM02690e	Liver_pentadecylic acid	e	-1.0	C15H29O2
Liver_MAM02554c	Liver_NADP+	c	-3.0	C21H25N7O17P3
Liver_MAM10007c	Liver_acyl-CoA pool	c	-4.0	C22H31N7O17P3SR
Liver_MAM01238c	Liver_9-heptadecylenic acid	c	-1.0	C17H31O2
Liver_MAM02444c	Liver_malonyl-CoA	c	-5.0	C24H33N7O19P3S
Liver_MAM01975c	Liver_glutamine	c	0.0	C5H10N2O3
Liver_MAM00021c	Liver_(13Z,16Z)-docosadienoic acid	c	-1.0	C22H39O2
Liver_MAM00128c	Liver_(9E)-tetradecenoic acid	c	-1.0	C14H25O2
Liver_MAM01130c	Liver_5-phosphoribosyl-4-carboxy-5-aminoimidazole	c	-3.0	C9H11N3O9P
Liver_MAM02040c	Liver_H2O	c	0.0	H2O
Liver_MAM00119c	Liver_(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	c	-4.0	C43H66N7O17P3S
Liver_MAM00104e	Liver_(6Z,9Z)-octadecadienoic acid	e	-1.0	C18H31O2
Liver_MAM03050m	Liver_tridecanoyl-CoA	m	-4.0	C34H56N7O17P3S
Liver_MAM03070c	Liver_tRNA(gly)	c	0.0	RH
Liver_MAM10006m	Liver_1-acylglycerol-3P pool	m	-2.0	C4H6O7PR
Liver_MAM01238e	Liver_9-heptadecylenic acid	e	-1.0	C17H31O2
Liver_MAM02871c	Liver_SAH	c	0.0	C14H20N6O5S
Liver_MAM00060c	Liver_(2E)-pentadecenoyl-[ACP]	c	-1.0	C26H47N2O8PRS
Liver_MAM02997e	Liver_thymine	e	0.0	C5H6N2O2
Liver_MAM00343c	Liver_13,16,19-docosatrienoyl-CoA	c	-4.0	C43H68N7O17P3S
Liver_MAM00023c	Liver_(13Z,16Z)-docosadienoyl-CoA	c	-4.0	C43H70N7O17P3S
Liver_MAM00043c	Liver_(2E)-eicosenoyl-CoA	c	-4.0	C41H68N7O17P3S
Liver_MAM02133c	Liver_homocysteine	c	0.0	C4H9NO2S
Liver_MAM03063c	Liver_tRNA(ala)	c	0.0	RH
Liver_MAM00879x	Liver_3-oxo-hexacosenoyl-CoA	x	-4.0	C47H78N7O18P3S
Liver_MAM03119c	Liver_urate radical	c	0.0	C5H3N4O3
Liver_MAM01725c	Liver_docosanoyl-CoA	c	-4.0	C43H74N7O17P3S
Liver_MAM02750c	Liver_PI pool	c	-1.0	C11H16O13PR2
Liver_MAM03011c	Liver_trans,cis-2,11-docosadienoyl-CoA	c	-4.0	C43H70N7O17P3S
Liver_MAM00088m	Liver_(3Z)-dodecenoyl-CoA	m	-4.0	C33H52N7O17P3S
Liver_MAM01045c	Liver_5,10-methylene-THF	c	-2.0	C20H21N7O6
Liver_MAM02630e	Liver_O2	e	0.0	O2
Liver_MAM02380c	Liver_L-histidyl-tRNA(his)	c	1.0	C6H9N3OR
Liver_MAM00114c	Liver_(6Z,9Z,12Z,15Z,18Z,21Z)-THA	c	-1.0	C24H35O2
Liver_MAM02996c	Liver_thymidine	c	0.0	C10H14N2O5
Liver_MAM02412c	Liver_L-phenylalanyl-tRNA(phe)	c	1.0	C9H11NOR
Liver_MAM00781c	Liver_3-hydroxyheptanoyl-[ACP]	c	-1.0	C18H33N2O9PRS
Liver_MAM01285c	Liver_ADP	c	-3.0	C10H12N5O10P2
Liver_MAM03016x	Liver_trans,cis-2,17-hexacosadienoyl-CoA	x	-4.0	C47H78N7O17P3S
Liver_MAM01590c	Liver_CMP	c	-2.0	C9H12N3O8P
Liver_MAM03074c	Liver_tRNA(lys)	c	0.0	RH
Liver_MAM01307c	Liver_alanine	c	0.0	C3H7NO2
Liver_MAM03049c	Liver_tridecanoylcarnitine	c	0.0	C20H39NO4
Liver_MAM00871c	Liver_3-oxo-eicosadienoyl-CoA	c	-4.0	C41H64N7O18P3S
Liver_MAM02344e	Liver_lauric acid	e	-1.0	C12H23O2
Liver_MAM01696c	Liver_dihomo-gamma-linolenate	c	-1.0	C20H33O2
Liver_MAM01426m	Liver_CDP-diacylglycerol-CL pool	m	-2.0	C14H17N3O15P2R2
Liver_MAM03130c	Liver_UTP	c	-4.0	C9H11N2O15P3
Liver_MAM02457c	Liver_mead acid	c	-1.0	C20H33O2
Liver_MAM02773c	Liver_propanoyl-[ACP]	c	-1.0	C14H25N2O8PRS
Liver_MAM00110c	Liver_(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	c	-4.0	C45H68N7O17P3S
Liver_MAM03022m	Liver_trans,cis-myristo-2,5-dienoyl-CoA	m	-4.0	C35H54N7O17P3S
Liver_MAM02034c	Liver_GTP	c	-4.0	C10H12N5O14P3
Liver_MAM01010c	Liver_4-maleylacetoacetate	c	-2.0	C8H6O6
Liver_MAM00118m	Liver_(7Z)-tetradecenoyl-CoA	m	-4.0	C35H56N7O17P3S
Liver_MAM00910c	Liver_3-oxoundecanoyl-[ACP]	c	-1.0	C22H39N2O9PRS
Liver_MAM00022c	Liver_(13Z,16Z)-docosadienoylcarnitine	c	-1.0	C29H52NO4
Liver_MAM01366c	Liver_argininosuccinate	c	-1.0	C10H17N4O6
Liver_MAM00260c	Liver_10,13,16,19-docosatetraenoic acid	c	-1.0	C22H35O2
Liver_MAM01420m	Liver_carbamoyl-phosphate	m	-2.0	CH2NO5P
Liver_MAM03047c	Liver_tricosanoyl-CoA	c	-4.0	C44H76N7O17P3S
Liver_MAM01596c	Liver_CO2	c	0.0	CO2
Liver_MAM01005c	Liver_4-hydroxyphenylpyruvate	c	-1.0	C9H7O4
Liver_MAM01586c	Liver_cis-vaccenoyl-CoA	c	-4.0	C39H64N7O17P3S
Liver_MAM02658c	Liver_ornithine	c	1.0	C5H13N2O2
Liver_MAM00117e	Liver_(7Z)-tetradecenoic acid	e	-1.0	C14H25O2
Liver_MAM03103m	Liver_ubiquinone	m	0.0	C59H90O4
Liver_MAM02845c	Liver_ribose-5-phosphate	c	-2.0	C5H9O8P
Liver_MAM00341c	Liver_13,16,19-docosatrienoic acid	c	-1.0	C22H37O2
Liver_MAM02421c	Liver_L-tyrosyl-tRNA(tyr)	c	1.0	C9H11NO2R
Liver_MAM00843c	Liver_3-oxo-13-cis-eicosenoyl-CoA	c	-4.0	C41H66N7O18P3S
Liver_MAM00794c	Liver_3-hydroxypentadecanoyl-[ACP]	c	-1.0	C26H49N2O9PRS
Liver_MAM02016c	Liver_GMP	c	-2.0	C10H12N5O8P
Liver_MAM00113c	Liver_(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	c	-4.0	C45H66N7O17P3S
Liver_MAM02658m	Liver_ornithine	m	1.0	C5H13N2O2
Liver_MAM01619c	Liver_creatine	c	0.0	C4H9N3O2
Liver_MAM00085c	Liver_(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA	c	-4.0	C43H70N7O18P3S
Liver_MAM02404c	Liver_L-leucyl-tRNA(leu)	c	1.0	C6H13NOR
Liver_MAM00263m	Liver_10,13,16-docosatrienoylcarnitine	m	0.0	C29H51NO4
Liver_MAM02751c	Liver_Pi	c	-2.0	HO4P
Liver_MAM01968c	Liver_glucose-6-phosphate	c	-2.0	C6H11O9P
Liver_MAM00128e	Liver_(9E)-tetradecenoic acid	e	-1.0	C14H25O2
Liver_MAM02724c	Liver_phenylalanine	c	0.0	C9H11NO2
Liver_MAM01253c	Liver_acetoacetate	c	-1.0	C4H5O3
Liver_MAM01371m	Liver_ATP	m	-4.0	C10H12N5O13P3
Liver_MAM00006c	Liver_(11Z)-docosenoyl-CoA	c	-4.0	C43H72N7O17P3S
Liver_MAM02416c	Liver_L-seryl-tRNA(ser)	c	1.0	C3H7NO2R
Liver_MAM01741c	Liver_DPA	c	-1.0	C22H33O2
Liver_MAM00315c	Liver_12,15,18,21-tetracosatetraenoic acid	c	-1.0	C24H39O2
Liver_MAM02689c	Liver_pentadecanoyl-CoA	c	-4.0	C36H60N7O17P3S
Liver_MAM02689m	Liver_pentadecanoyl-CoA	m	-4.0	C36H60N7O17P3S
Liver_MAM02688m	Liver_pentadecanoylcarnitine	m	0.0	C22H43NO4
Liver_MAM00904c	Liver_3-oxotetracosanoyl-CoA	c	-4.0	C45H76N7O18P3S
Liver_MAM01261m	Liver_acetyl-CoA	m	-4.0	C23H34N7O17P3S
Liver_MAM00878c	Liver_3-oxohexacosanoyl-CoA	c	-4.0	C47H80N7O18P3S
Liver_MAM01365c	Liver_arginine	c	1.0	C6H15N4O2
Liver_MAM00110x	Liver_(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	x	-4.0	C45H68N7O17P3S
Liver_MAM01422c	Liver_carboxybiotin-carboxyl-carrier	c	-1.0	C17H26N4O5SX
Liver_MAM02806c	Liver_PRPP	c	-5.0	C5H8O14P3
Liver_MAM02112c	Liver_hexacosenoyl-CoA	c	-4.0	C47H80N7O17P3S
Liver_MAM00099m	Liver_(5Z)-dodecenoyl-CoA	m	-4.0	C33H52N7O17P3S
Liver_MAM00779c	Liver_3-hydroxyheptadecanoyl-[ACP]	c	-1.0	C28H53N2O9PRS
Liver_MAM10007m	Liver_acyl-CoA pool	m	-4.0	C22H31N7O17P3SR
Liver_MAM00342m	Liver_13,16,19-docosatrienoylcarnitine	m	0.0	C29H51NO4
Liver_MAM00004m	Liver_(10Z)-heptadecenoyl-CoA	m	-4.0	C38H62N7O17P3S
Liver_MAM00712c	Liver_3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA	c	-4.0	C43H68N7O18P3S
Liver_MAM02442c	Liver_malonyl-[ACP]	c	-2.0	C14H22N2O10PRS
Liver_MAM02103c	Liver_heptadecenoylcarnitine(8)	c	0.0	C24H45NO4
Liver_MAM01862m	Liver_fumarate	m	-2.0	C4H2O4
Liver_MAM02553x	Liver_NADH	x	-2.0	C21H27N7O14P2
Liver_MAM02993c	Liver_threonine	c	0.0	C4H9NO3
Liver_MAM02110x	Liver_hexacosanoyl-CoA	x	-4.0	C47H82N7O17P3S
Liver_MAM01778e	Liver_elaidate	e	-1.0	C18H33O2
Liver_MAM01967c	Liver_glucose-1-phosphate	c	-2.0	C6H11O9P
Liver_MAM00839c	Liver_3-oxo-11cis-docosenoyl-CoA	c	-4.0	C43H70N7O18P3S
Liver_MAM01237c	Liver_9-heptadecenoyl-CoA	c	-4.0	C38H62N7O17P3S
Liver_MAM00106c	Liver_(6Z,9Z)-octadecadienoyl-CoA	c	-4.0	C39H62N7O17P3S
Liver_MAM02759m	Liver_PPi	m	-3.0	HO7P2
Liver_MAM00790c	Liver_3-hydroxynonadecanoyl-CoA	c	-4.0	C40H68N7O18P3S
Liver_MAM01606c	Liver_coproporphyrinogen III	c	-4.0	C36H40N4O8
Liver_MAM03107c	Liver_UDP-galactose	c	-2.0	C15H22N2O17P2
Liver_MAM00012c	Liver_(11Z,14Z,17Z)-eicosatrienoyl-CoA	c	-4.0	C41H64N7O17P3S
Liver_MAM00671c	Liver_2-oxobutyrate	c	-1.0	C4H5O3
Liver_MAM00317c	Liver_12,15,18,21-tetracosatetraenoyl-CoA	c	-4.0	C45H70N7O17P3S
Liver_MAM02039c	Liver_H+	c	1.0	H
Liver_MAM00266c	Liver_10-formyl-THF	c	-2.0	C20H21N7O7
Liver_MAM03068c	Liver_tRNA(gln)	c	0.0	RH
Liver_MAM03108c	Liver_UDP-glucose	c	-2.0	C15H22N2O17P2
Liver_MAM02420c	Liver_L-tryptophanyl-tRNA(trp)	c	1.0	C11H12N2OR
Liver_MAM03089c	Liver_tryptophan	c	0.0	C11H12N2O2
Liver_MAM02680c	Liver_pantothenate	c	-1.0	C9H16NO5
Liver_MAM00702c	Liver_3(S)-hydroxy-13-cis-eicosenoyl-CoA	c	-4.0	C41H68N7O18P3S
Liver_MAM01237m	Liver_9-heptadecenoyl-CoA	m	-4.0	C38H62N7O17P3S
Liver_MAM01588c	Liver_citrulline	c	0.0	C6H13N3O3
Liver_MAM00019e	Liver_(13Z)-octadecenoic acid	e	-1.0	C18H33O2
Liver_MAM02377c	Liver_L-glutamyl-tRNA(glu)	c	0.0	C5H8NO3R
Liver_MAM02770c	Liver_proline	c	0.0	C5H9NO2
Liver_MAM03076c	Liver_tRNA(phe)	c	0.0	RH
Liver_MAM03082c	Liver_tRNA(val)	c	0.0	RH
Liver_MAM02934m	Liver_S-succinyldihydrolipoamide	m	-1.0	C12H20NO4S2
Liver_MAM00129m	Liver_(9E)-tetradecenoyl-CoA	m	-4.0	C35H56N7O17P3S
Liver_MAM02756c	Liver_porphobilinogen	c	-1.0	C10H13N2O4
Liver_MAM01803x	Liver_FADH2	x	-2.0	C27H33N9O15P2
Liver_MAM01862c	Liver_fumarate	c	-2.0	C4H2O4
Liver_MAM02423c	Liver_L-valyl-tRNA(val)	c	1.0	C5H11NOR
Liver_MAM01283c	Liver_adenylyl sulfate	c	-2.0	C10H12N5O10PS
Liver_MAM00803c	Liver_3-hydroxytridecanoyl-[ACP]	c	-1.0	C24H45N2O9PRS
Liver_MAM03135c	Liver_valine	c	0.0	C5H11NO2
Liver_MAM01285m	Liver_ADP	m	-3.0	C10H12N5O10P2
Liver_MAM00707c	Liver_3(S)-hydroxy-9-cis-eicosenoyl-CoA	c	-4.0	C41H68N7O18P3S
Liver_MAM01996c	Liver_glycogenin	c	0.0	C1779H2725N455O528S14
Liver_MAM00008c	Liver_(11Z,14Z)-eicosadienoic acid	c	-1.0	C20H35O2
Liver_MAM02553m	Liver_NADH	m	-2.0	C21H27N7O14P2
Liver_MAM01828c	Liver_FMN	c	-2.0	C17H19N4O9P
Liver_MAM00704c	Liver_3(S)-hydroxy-3-oxo-eicosadienoyl-CoA	c	-4.0	C41H66N7O18P3S
Liver_MAM00067c	Liver_(2E)-tricosenoyl-CoA	c	-4.0	C44H74N7O17P3S
Liver_MAM02943m	Liver_succinate	m	-2.0	C4H4O4
Liver_MAM01991c	Liver_glycogenin G4G4	c	0.0	C1827H2805N455O568S14
Liver_MAM01784e	Liver_EPA	e	-1.0	C20H29O2
Liver_MAM03106c	Liver_UDP	c	-3.0	C9H11N2O12P2
Liver_MAM00127c	Liver_(9E)-octadecenoyl-CoA	c	-4.0	C39H64N7O17P3S
Liver_MAM00045c	Liver_(2E)-heptadecenoyl-[ACP]	c	-1.0	C28H51N2O8PRS
Liver_MAM00715x	Liver_3(S)-hydroxy-hexacosenoyl-CoA	x	-4.0	C47H80N7O18P3S
Liver_MAM02630c	Liver_O2	c	0.0	O2
Liver_MAM02774c	Liver_propanoyl-CoA	c	-4.0	C24H36N7O17P3S
Liver_MAM01701m	Liver_dihydrolipoamide	m	0.0	C8H17NOS2
Liver_MAM01582e	Liver_cis-cetoleic acid	e	-1.0	C22H41O2
Liver_MAM02745c	Liver_physeteric acid	c	-1.0	C14H25O2
Liver_MAM01802c	Liver_FAD	c	-2.0	C27H31N9O15P2
Liver_MAM01141m	Liver_5-tetradecenoyl-CoA	m	-4.0	C35H56N7O17P3S
Liver_MAM00778c	Liver_3-hydroxyheneicosanoyl-CoA	c	-4.0	C42H72N7O18P3S
Liver_MAM02774x	Liver_propanoyl-CoA	x	-4.0	C24H36N7O17P3S
Liver_MAM00907c	Liver_3-oxotricosanoyl-CoA	c	-4.0	C44H74N7O18P3S
Liver_MAM02389c	Liver_linolenate	c	-1.0	C18H29O2
Liver_MAM03051e	Liver_tridecylic acid	e	-1.0	C13H25O2
Liver_MAM01633c	Liver_D-3-amino-isobutanoate	c	0.0	C4H9NO2
Liver_MAM00018c	Liver_(13Z)-eicosenoyl-CoA	c	-4.0	C41H68N7O17P3S
Liver_MAM00157c	Liver_(R)-3-hydroxybutanoate	c	-1.0	C4H7O3
Liver_MAM02575c	Liver_N-formyl-GAR	c	-2.0	C8H13N2O9P
Liver_MAM01583c	Liver_cis-erucic acid	c	-1.0	C22H41O2
Liver_MAM00913c	Liver_3-phospho-D-glycerate	c	-3.0	C3H4O7P
Liver_MAM01393c	Liver_betaine	c	0.0	C5H11NO2
Liver_MAM02117c	Liver_hexadecenoylcarnitine(9)	c	0.0	C23H43NO4
Liver_MAM02583c	Liver_nicotinamide	c	0.0	C6H6N2O
Liver_MAM01132c	Liver_5-phosphoribosylformylglycinamidine	c	-1.0	C8H15N3O8P
Liver_MAM01369c	Liver_asparagine	c	0.0	C4H8N2O3
Liver_MAM02659c	Liver_orotate	c	-1.0	C5H3N2O4
Liver_MAM02976c	Liver_tetradecenoylcarnitine(9)	c	0.0	C21H39NO4
Liver_MAM01705c	Liver_dihydrothymine	c	0.0	C5H8N2O2
Liver_MAM00715c	Liver_3(S)-hydroxy-hexacosenoyl-CoA	c	-4.0	C47H80N7O18P3S
Liver_MAM02335c	Liver_L-alanyl-tRNA(ala)	c	1.0	C3H7NOR
Liver_MAM02693c	Liver_pentanoyl-[ACP]	c	-1.0	C16H29N2O8PRS
Liver_MAM02751m	Liver_Pi	m	-2.0	HO4P
Liver_MAM00006m	Liver_(11Z)-docosenoyl-CoA	m	-4.0	C43H72N7O17P3S
Liver_MAM01623m	Liver_CTP	m	-4.0	C9H12N3O14P3
Liver_MAM02553c	Liver_NADH	c	-2.0	C21H27N7O14P2
Liver_MAM02110c	Liver_hexacosanoyl-CoA	c	-4.0	C47H82N7O17P3S
Liver_MAM00040c	Liver_(2E)-docosenoyl-CoA	c	-4.0	C43H72N7O17P3S
Liver_MAM03075c	Liver_tRNA(met)	c	0.0	RH
Liver_MAM02984m	Liver_thiamin-PP	m	-2.0	C12H16N4O7P2S
Liver_MAM00086c	Liver_(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA	c	-4.0	C41H64N7O18P3S
Liver_MAM02660c	Liver_orotidine-5-phosphate	c	-3.0	C10H10N2O11P
Liver_MAM03101c	Liver_tyrosine	c	0.0	C9H11NO3
Liver_MAM00874c	Liver_3-oxoheptadecanoyl-[ACP]	c	-1.0	C28H51N2O9PRS
Liver_MAM00862c	Liver_3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA	c	-4.0	C43H66N7O18P3S
Liver_MAM00008e	Liver_(11Z,14Z)-eicosadienoic acid	e	-1.0	C20H35O2
Liver_MAM00113x	Liver_(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	x	-4.0	C45H66N7O17P3S
Liver_MAM02099c	Liver_heptadecanoyl-[ACP]	c	-1.0	C28H53N2O8PRS
Liver_MAM02351c	Liver_L-cysteinyl-tRNA(cys)	c	1.0	C3H7NOSR
Liver_MAM02687c	Liver_pentadecanoyl-[ACP]	c	-1.0	C26H49N2O8PRS
Liver_MAM00264c	Liver_10,13,16-docosatrienoyl-CoA	c	-4.0	C43H68N7O17P3S
Liver_MAM00315e	Liver_12,15,18,21-tetracosatetraenoic acid	e	-1.0	C24H39O2
Liver_MAM01986c	Liver_glycine	c	0.0	C2H5NO2
Liver_MAM01584c	Liver_cis-gondoic acid	c	-1.0	C20H37O2
Liver_MAM00070c	Liver_(2E)-undecenoyl-[ACP]	c	-1.0	C22H39N2O8PRS
Liver_MAM00869c	Liver_3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA	c	-4.0	C41H62N7O18P3S
Liver_MAM02639c	Liver_octadecenoylcarnitine(5)	c	0.0	C25H47NO4
Liver_MAM02583e	Liver_nicotinamide	e	0.0	C6H6N2O
Liver_MAM02688c	Liver_pentadecanoylcarnitine	c	0.0	C22H43NO4
Liver_MAM01370c	Liver_aspartate	c	-1.0	C4H6NO4
Liver_MAM02555c	Liver_NADPH	c	-4.0	C21H26N7O17P3
Liver_MAM02648c	Liver_omega-3-arachidonic acid	c	-1.0	C20H31O2
Liver_MAM02872c	Liver_SAICAR	c	-4.0	C13H15N4O12P
Liver_MAM01995c	Liver_glycogenin G8	c	0.0	C1827H2805N455O568S14
Kidney_MAM02552x	Kidney_NAD+	x	-1.0	C21H26N7O14P2
Kidney_MAM02393m	Kidney_lipoamide	m	0.0	C8H15NOS2
Kidney_MAM01131c	Kidney_5-phosphoribosylamine	c	-1.0	C5H11NO7P
Kidney_MAM02348m	Kidney_L-carnitine	m	0.0	C7H15NO3
Kidney_MAM01115c	Kidney_5-methyl-THF	c	-1.0	C20H24N7O6
Kidney_MAM01802m	Kidney_FAD	m	-2.0	C27H31N9O15P2
Kidney_MAM02980m	Kidney_THF	m	-2.0	C19H21N7O6
Kidney_MAM01371c	Kidney_ATP	c	-4.0	C10H12N5O13P3
Kidney_MAM01932e	Kidney_gamma-linolenate	e	-1.0	C18H29O2
Kidney_MAM03065c	Kidney_tRNA(asn)	c	0.0	RH
Kidney_MAM00010e	Kidney_(11Z,14Z,17Z)-eicosatrienoic acid	e	-1.0	C20H33O2
Kidney_MAM00007c	Kidney_(11Z)-eicosenoyl-CoA	c	-4.0	C41H68N7O17P3S
Kidney_MAM01726c	Kidney_docosenoylcarnitine(11)	c	0.0	C29H55NO4
Kidney_MAM02612c	Kidney_nonadecanoyl-CoA	c	-4.0	C40H68N7O17P3S
Kidney_MAM02666c	Kidney_oxidized thioredoxin	c	0.0	C525H814N128O160S8
Kidney_MAM00025x	Kidney_(15Z)-tetracosenoyl-CoA	x	-4.0	C45H76N7O17P3S
Kidney_MAM02974m	Kidney_tetradecenoylcarnitine(5)	m	0.0	C21H39NO4
Kidney_MAM03102m	Kidney_ubiquinol	m	0.0	C59H92O4
Kidney_MAM02471c	Kidney_methionine	c	0.0	C5H11NO2S
Kidney_MAM02552c	Kidney_NAD+	c	-1.0	C21H26N7O14P2
Kidney_MAM01253m	Kidney_acetoacetate	m	-1.0	C4H5O3
Kidney_MAM03114c	Kidney_UMP	c	-2.0	C9H11N2O9P
Kidney_MAM01197e	Kidney_7-palmitoleic acid	e	-1.0	C16H29O2
Kidney_MAM00674c	Kidney_2-phospho-D-glycerate	c	-3.0	C3H4O7P
Kidney_MAM02819m	Kidney_pyruvate	m	-1.0	C3H3O3
Kidney_MAM01934c	Kidney_gamma-linolenoyl-CoA	c	-4.0	C39H60N7O17P3S
Kidney_MAM02990c	Kidney_thioredoxin	c	0.0	C525H816N128O160S8
Kidney_MAM02577c	Kidney_NG,NG-dimethyl-L-arginine	c	1.0	C8H19N4O2
Kidney_MAM02360c	Kidney_leucine	c	0.0	C6H13NO2
Kidney_MAM02696c	Kidney_PEP	c	-3.0	C3H2O6P
Kidney_MAM03079c	Kidney_tRNA(thr)	c	0.0	RH
Kidney_MAM02630m	Kidney_O2	m	0.0	O2
Kidney_MAM00062c	Kidney_(2E)-pentenoyl-[ACP]	c	-1.0	C16H27N2O8PRS
Kidney_MAM02342c	Kidney_L-aspartyl-tRNA(asp)	c	0.0	C4H6NO3R
Kidney_MAM02408c	Kidney_L-methionyl-tRNA(met)	c	1.0	C5H11NOSR
Kidney_MAM02842c	Kidney_riboflavin	c	0.0	C17H20N4O6
Kidney_MAM00004c	Kidney_(10Z)-heptadecenoyl-CoA	c	-4.0	C38H62N7O17P3S
Kidney_MAM01280c	Kidney_adenosine	c	0.0	C10H13N5O4
Kidney_MAM01939c	Kidney_D-glyceraldehyde 3-phosphate	c	-2.0	C3H5O6P
Kidney_MAM01824m	Kidney_ferricytochrome C	m	3.0	C42H54FeN8O6S2
Kidney_MAM01235c	Kidney_9-eicosenoic acid	c	-1.0	C20H37O2
Kidney_MAM03048c	Kidney_tridecanoyl-[ACP]	c	-1.0	C24H45N2O8PRS
Kidney_MAM01940c	Kidney_GAR	c	-1.0	C7H14N2O8P
Kidney_MAM01778c	Kidney_elaidate	c	-1.0	C18H33O2
Kidney_MAM00047c	Kidney_(2E)-heptenoyl-[ACP]	c	-1.0	C18H31N2O8PRS
Kidney_MAM03078c	Kidney_tRNA(ser)	c	0.0	RH
Kidney_MAM02613c	Kidney_nonadecylic acid	c	-1.0	C19H37O2
Kidney_MAM02974c	Kidney_tetradecenoylcarnitine(5)	c	0.0	C21H39NO4
Kidney_MAM01826m	Kidney_ferrocytochrome C	m	2.0	C42H54FeN8O6S2
Kidney_MAM03115c	Kidney_undecanoyl-[ACP]	c	-1.0	C22H41N2O8PRS
Kidney_MAM02633c	Kidney_OAA	c	-2.0	C4H2O5
Kidney_MAM01596m	Kidney_CO2	m	0.0	CO2
Kidney_MAM01207c	Kidney_8,11-eicosadienoic acid	c	-1.0	C20H35O2
Kidney_MAM00209c	Kidney_[protein]-N6-(lipoyl)lysine	c	0.0	C1375H2185N381O420S6
Kidney_MAM01726m	Kidney_docosenoylcarnitine(11)	m	0.0	C29H55NO4
Kidney_MAM03050c	Kidney_tridecanoyl-CoA	c	-4.0	C34H56N7O17P3S
Kidney_MAM02552m	Kidney_NAD+	m	-1.0	C21H26N7O14P2
Kidney_MAM00094c	Kidney_(4Z,7Z,10Z,13Z,16Z)-DPA	c	-1.0	C22H33O2
Kidney_MAM02980c	Kidney_THF	c	-2.0	C19H21N7O6
Kidney_MAM01741e	Kidney_DPA	e	-1.0	C22H33O2
Kidney_MAM01305c	Kidney_AIR	c	-2.0	C8H12N3O7P
Kidney_MAM00115c	Kidney_(7Z)-octadecenoic acid	c	-1.0	C18H33O2
Kidney_MAM00134c	Kidney_(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	c	-4.0	C45H68N7O17P3S
Kidney_MAM01365m	Kidney_arginine	m	1.0	C6H15N4O2
Kidney_MAM00885m	Kidney_3-oxomyrist-5-enoyl-CoA	m	-4.0	C35H54N7O18P3S
Kidney_MAM02101c	Kidney_heptadecanoyl-CoA	c	-4.0	C38H64N7O17P3S
Kidney_MAM00805c	Kidney_3-hydroxyundecanoyl-[ACP]	c	-1.0	C22H41N2O9PRS
Kidney_MAM01707c	Kidney_dimethylamine	c	1.0	C2H8N
Kidney_MAM00123c	Kidney_(8Z,11Z)-eicosadienoyl-CoA	c	-4.0	C41H66N7O17P3S
Kidney_MAM02390c	Kidney_linolenoyl-CoA	c	-4.0	C39H60N7O17P3S
Kidney_MAM01582c	Kidney_cis-cetoleic acid	c	-1.0	C22H41O2
Kidney_MAM01690c	Kidney_DHAP	c	-2.0	C3H5O6P
Kidney_MAM02046c	Kidney_HCO3-	c	-1.0	CHO3
Kidney_MAM01597m	Kidney_CoA	m	-4.0	C21H32N7O16P3S
Kidney_MAM01752c	Kidney_dTMP	c	-2.0	C10H13N2O8P
Kidney_MAM02401c	Kidney_L-isoleucyl-tRNA(ile)	c	1.0	C6H13NOR
Kidney_MAM03047x	Kidney_tricosanoyl-CoA	x	-4.0	C44H76N7O17P3S
Kidney_MAM01573m	Kidney_cis-(3S)-hydroxytetradec-5-enoyl-CoA	m	-4.0	C35H56N7O18P3S
Kidney_MAM00341e	Kidney_13,16,19-docosatrienoic acid	e	-1.0	C22H37O2
Kidney_MAM02036c	Kidney_guanidinoacetate	c	0.0	C3H7N3O2
Kidney_MAM03066c	Kidney_tRNA(asp)	c	0.0	RH
